Facility ID,Name,Address,City,County,State,Zip Code,Latitude,Longitude,Coordinate Source,Address Match Type,Open USTs,Closed USTs,Temporarily Out of Service USTs,Facility Status,Land Use,Estimated Population within 1500ft,Estimated Private Domestic Wells wihtin 1500ft,Within Source Water Protection Area (SPA),SPA Public Water System and Facility ID,SPA Water Type,SPA Facility Type,SPA HUC12,Within Groundwater Wellhead Protection Area (WHPA),WHPA Public Water System and Facility ID,WHPA Water Type,WHPA Facility Type,WHPA HUC12,Within 100-year Floodplain,Date_of_Last_Inspection,EPA Region,Tribe,x,y
GA9063107,CHOOSE'S #7,7552 BLYTHE ISLAND DR,BRUNSWICK,,Georgia,31525,31.14223138,-81.58315839,Geocode,PointAddress,0,3,2,Open UST(s),"Developed, Low Intensity",48,16,No,,,,,No,,,,,No,,4,,-81.58315839,31.142231380000055
GA9063100,GLYNN COUNTY FIRE DEPARTMENT #2,1211 DEMERE RD,ST SIMONS,,Georgia,31522,31.14235703,-81.38444469,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",549,33,No,,,,,Yes,GA1270015_6525,GW,WL,030702030202,No,,4,,-81.38444469,31.142357030000028
GA630056,OMKREEM INC,1008 BAY ST,BRUNSWICK,,Georgia,31520,31.142646,-81.4948414,Geocode,PointAddress,0,0,4,Open UST(s),"Developed, Medium Intensity",652,0,No,,,,,No,,,,,No,,4,,-81.4948414,31.14264600000007
GA630017,EAST COAST ICE CO,1029 BAY ST,BRUNSWICK,,Georgia,31520,31.14266529,-81.49503399,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",624,0,No,,,,,No,,,,,No,,4,,-81.49503399,31.142665290000025
GA1010055,WHISTON GROCERY,HWY 93,COTTON,,Georgia,31739,31.14294343,-84.09744009,Geocode,StreetName,2,2,0,Open UST(s),,,,,,,,,,,,,,,,4,,-84.09744009,31.14294343000006
GA1360045,BLAIRS BP,302 N BROAD ST,THOMASVILLE,,Georgia,31792,30.83936453,-83.98192642,Geocode,StreetAddress,0,7,0,Closed UST(s),"Developed, Medium Intensity",265,0,No,,,,,Yes,GA2750005_9358,GW,WL,031200020601,No,,4,,-83.98192642,30.83936453000007
GA370030,TALLEY CORBETT BOX CO,623 N HUTCHINSON AVE,ADEL,,Georgia,31620,31.14307308,-83.42559439,Geocode,StreetAddress,0,4,0,Closed UST(s),"Developed, Medium Intensity",452,0,No,,,,,Yes,GA0750000_5525,GW,WL,031102030401,No,,4,,-83.42559439,31.14307308000008
GA1360165,RUSTY ROSS,301 E  JACKSON ST,THOMASVILLE,,Georgia,31792,30.83954004,-83.97733555,Geocode,PointAddress,0,5,0,Closed UST(s),"Developed, Low Intensity",353,0,No,,,,,No,,,,,No,,4,,-83.97733555,30.83954004000003
GA9101051,SELLERS GAS CO,2610 HWY 19 N,PELHAM,,Georgia,31779,31.14328721,-84.14064107,Geocode,StreetAddress,0,4,0,Closed UST(s),Non-Developed,56,9,No,,,,,No,,,,,No,,4,,-84.14064107,31.14328721000004
GA1360167,MURRY BISHOP SERVICE STATION,329 N MADISON ST,THOMASVILLE,,Georgia,31792,30.83964262,-83.98356453,Geocode,PointAddress,0,6,0,Closed UST(s),"Developed, High Intensity",334,0,No,,,,,Yes,GA2750005_9358,GW,WL,031200020601,No,,4,,-83.98356453,30.839642620000063
GA370010,MEMORIAL HOSPITAL OF ADEL INC,706 NORTH PARRISH,ADEL,,Georgia,31620,31.14333528,-83.42452812,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",482,0,No,,,,,Yes,GA0750000_5525,GW,WL,031102030401,No,,4,,-83.42452812,31.14333528000003
GA9136007,ALDREDGE MOTOR CO INC,326 NORTH MADISON ST,THOMASVILLE,,Georgia,31792,30.83964638,-83.98348151,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, High Intensity",333,0,No,,,,,Yes,GA2750005_9358,GW,WL,031200020601,No,,4,,-83.98348151,30.839646380000033
GA9092009,MACO MUFFLER SHOP,800 NORTH ASHLEY ST,VALDOSTA,,Georgia,31601,30.8396964,-83.28002377,Geocode,PointAddress,0,7,0,Closed UST(s),"Developed, High Intensity",650,0,No,,,,,Yes,GA1850064_7784,GW,WL,031102030404,No,,4,,-83.28002377,30.839696400000037
GA9037006,ADEL FOOD MART,615 NORTH HUTCHINSON AVE,ADEL,,Georgia,31620,31.14337672,-83.42567284,Geocode,PointAddress,3,0,2,Open UST(s),"Developed, Medium Intensity",442,0,No,,,,,Yes,GA0750000_5525,GW,WL,031102030401,No,,4,,-83.42567284,31.14337672000005
GA630058,FRIENDLY EXPRESS #62,1313 DEMERE RD,ST SIMONS ISLAND,,Georgia,31522,31.14415452,-81.38325718,Geocode,PointAddress,3,0,1,Open UST(s),"Developed, Low Intensity",362,22,No,,,,,Yes,GA1270015_6525,GW,WL,030702030202,No,,4,,-81.38325718,31.14415452000003
GA1360060,GA DOT #10473,NORTH OAK ST,THOMASVILLE,,Georgia,31792,30.8398261,-83.98776216,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.98776216,30.83982610000004
GA630147,ST. FRANCIS XAVIER SCHOOL,1124 REYNOLDS ST,BRUNSWICK,,Georgia,31520,31.14494328,-81.49245773,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",627,0,No,,,,,No,,,,,No,,4,,-81.49245773,31.144943280000064
GA1360117,WARNER BROS,1341 NORTH OAK ST,THOMASVILLE,,Georgia,31792,30.8398261,-83.98776216,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.98776216,30.83982610000004
GA9063036,MALLERY STREET WATER PLANT,996 MALLERY ST,ST SIMONS ISLAND,,Georgia,31522,31.14531151,-81.38879914,Geocode,StreetAddress,1,1,0,Open UST(s),"Developed, Open Space",490,21,No,,,,,Yes,GA1270019_15319,GW,WL,030702030202,No,,4,,-81.38879914,31.145311510000056
GA920151,#900 (M & M FOOD MART),900 MELODY LANE,VALDOSTA,,Georgia,31601,30.83998834,-83.30547573,Geocode,PointAddress,4,0,0,Open UST(s),"Developed, Low Intensity",1088,54,No,,,,,Yes,GA1850064_7784,GW,WL,031102030404,No,,4,,-83.30547573,30.839988340000048
GA10001144,FORMER TEXACO STATION,911 NORTH HUTCHINSON AVE,ADEL,,Georgia,31620,31.14550662,-83.42646949,Geocode,StreetAddress,0,3,0,Closed UST(s),"Developed, High Intensity",371,0,No,,,,,Yes,GA0750000_5525,GW,WL,031102030401,No,,4,,-83.42646949,31.14550662000005
GA9136050,L & G FOOD MART #2,401 NORTH MADISON ST,THOMASVILLE,,Georgia,31792,30.84009396,-83.98398492,Geocode,PointAddress,0,0,2,Open UST(s),"Developed, High Intensity",369,0,No,,,,,Yes,GA2750005_9358,GW,WL,031200020601,No,,4,,-83.98398492,30.840093960000047
GA4140044,WAYNE CAMPBELL/KWICK CHECK,BARWICK RD,QUITMAN,,Georgia,31643,30.84015972,-83.60970211,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.60970211,30.84015972000003
GA630168,BRUNSWICK HOUSING AUTHORITY,1126 ALBANY ST,BRUNSWICK,,Georgia,31520,31.14567293,-81.48766204,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Medium Intensity",1080,2,No,,,,,No,,,,,No,,4,,-81.48766204,31.145672930000046
GA9092279,GIDDENS & WILKES INC,810 N ASHLEY ST,VALDOSTA,,Georgia,31601,30.84022035,-83.28008528,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, High Intensity",675,0,No,,,,,Yes,GA1850064_7784,GW,WL,031102030404,No,,4,,-83.28008528,30.84022035000004
GA9037014,QUICK CHANGE #5,2302 W 4TH ST,ADEL,,Georgia,31620,31.14637916,-83.45835964,Geocode,PointAddress,2,0,0,Open UST(s),"Developed, Low Intensity",36,6,No,,,,,Yes,GA0750003_16924,GW,WL,031102030401,No,,4,,-83.45835964,31.146379160000038
GA9092288,Lowe's 66,1108 ST AUGUSTINE RD,VALDOSTA,,Georgia,31601,30.84040138,-83.32165783,Geocode,StreetAddress,0,0,2,Open UST(s),"Developed, High Intensity",202,50,No,,,,,No,,,,,No,,4,,-83.32165783,30.84040138000006
GA9063022,BRUNSWICK COCA-COLA BOTTLING CO,508 MANSFIELD ST,BRUNSWICK,,Georgia,31520,31.14659218,-81.49338675,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",262,0,No,,,,,No,,,,,No,,4,,-81.49338675,31.146592180000027
GA9092055,TRUS JOIST MACMILLAN,410 CLAY RD,VALDOSTA,,Georgia,31601,30.84045657,-83.25222105,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",197,24,No,,,,,Yes,GA1850282_7898,GW,WL,031102021001,No,,4,,-83.25222105,30.84045657000007
GA9049012,FCC/RADIO STATION WBBK(AM) TRANS,630 CEDAR SPRINGS RD,BLAKELY,,Georgia,39823,31.14660856,-85.03607621,Geocode,StreetAddress,0,1,0,Closed UST(s),Non-Developed,5,2,No,,,,,No,,,,,No,,4,,-85.03607621,31.14660856000006
GA9092253,ARCHER DANIELS MIDLAND/ADM CO/CO,407 CLAY RD,VALDOSTA,,Georgia,31601,30.84050211,-83.25211351,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",194,24,No,,,,,Yes,GA1850282_7898,GW,WL,031102021001,No,,4,,-83.25211351,30.840502110000045
GA370003,COOK COUNTY SCHOOL BUS SHOP,1109 N PARRISH AVE,ADEL,,Georgia,31620,31.14750711,-83.42611975,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Open Space",304,1,No,,,,,Yes,GA0750000_5525,GW,WL,031102030401,No,,4,,-83.42611975,31.14750711000005
GA9136040,NATIONS BANK OF GA,403 NORTH BROAD ST,THOMASVILLE,,Georgia,30792,30.84068829,-83.9832259,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",399,0,No,,,,,No,,,,,No,,4,,-83.9832259,30.84068829000006
GA9037018,ADEL BEVERAGE,1009 N HUTCHINSON AVE,ADEL,,Georgia,31620,31.14793785,-83.42729083,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, Low Intensity",200,1,No,,,,,No,,,,,No,,4,,-83.42729083,31.147937850000062
GA9063058,COASTAL PETROLEUM BULK STORAGE P,BULK STORAGE FACILITY,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,1,0,0,Open UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA920277,JAYMUN INC,1001 N PATTERSON ST,VALDOSTA,,Georgia,31601,30.84079836,-83.28406316,Geocode,PointAddress,4,0,0,Open UST(s),"Developed, Low Intensity",743,0,No,,,,,No,,,,,No,,4,,-83.28406316,30.840798360000065
GA630086,GA FC/GLYNN CO FORESTRY UNIT,GA HWY 32 10 MI WEST OF BRUNSWIC,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,5,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA1360081,L & G FOOD MART #5,419 N MADISON ST,THOMASVILLE,,Georgia,31792,30.8408029,-83.98463288,Geocode,PointAddress,2,1,1,Open UST(s),"Developed, Medium Intensity",466,0,No,,,,,Yes,GA2750005_9358,GW,WL,031200020601,No,,4,,-83.98463288,30.84080290000003
GA630096,THALMANN,RT 5 BOX 374J,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA1360088,JAMES R. WOODRUFF,P O  BOX 983,THOMASVILLE,,Georgia,31799,30.84112,-83.98283,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.98283,30.841120000000046
GA9092024,FRANKS MARKET,800 N TROUPE ST,VALDOSTA,,Georgia,31601,30.8412362,-83.27551201,Geocode,PointAddress,2,0,1,Open UST(s),"Developed, Low Intensity",1215,0,No,,,,,No,,,,,No,,4,,-83.27551201,30.841236200000026
GA630097,SATILLA,RT 5 BOX 938,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,6,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA9136015,L&G #1,501 N MADISON ST,THOMASVILLE,,Georgia,31792,30.8412928,-83.98508578,Geocode,PointAddress,2,0,0,Open UST(s),"Developed, Medium Intensity",553,0,No,,,,,Yes,GA2750005_9358,GW,WL,031200020601,No,,4,,-83.98508578,30.841292800000076
GA630098,BROOKMAN,RT 5 BOX 938,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA1360098,SUWANNEE SWIFTY #137,430 N BROAD ST,THOMASVILLE,,Georgia,31792,30.84142267,-83.98378916,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Medium Intensity",430,0,No,,,,,No,,,,,No,,4,,-83.98378916,30.841422670000043
GA630150,ROADSIDE GROCERY & MARKET,RT. 3 BOX 56,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA630159,COUNTRY STORE,RT. 5 BOX 800,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA630162,BRUNSWICK WOOD PRESERVING,RT. 5 BOX 2E,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA630175,CERTIFIED ELECTRIC CO.,109 KEEY [D [DY DR,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA650015,POITEVINT GROCERY,2191 GA HWY 111 S,CAIRO,,Georgia,39828,30.84160224,-84.23764445,Geocode,StreetAddress,0,2,0,Closed UST(s),Non-Developed,15,1,No,,,,,No,,,,,No,,4,,-84.23764445,30.841602240000043
GA630179,BRUNSWICK WOOD PRESERVING,RT. 5 BOX 2K,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA9092265,WILKINSON TEXTILE,1701 W GORDON STREET,VALDOSTA,,Georgia,31601,30.84171128,-83.30808342,Geocode,StreetAddress,1,0,0,Open UST(s),"Developed, Medium Intensity",1195,37,No,,,,,Yes,GA1850064_7784,GW,WL,031102030404,No,,4,,-83.30808342,30.841711280000027
GA9063017,GARY C ROOKS,RT 3 BOX 54,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA920258,STANDARD CONTRACTORS INC,1309 EDGEWOOD DR,VALDOSTA,,Georgia,31601,30.84191043,-83.30557191,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Low Intensity",1383,22,No,,,,,Yes,GA1850064_7784,GW,WL,031102030404,No,,4,,-83.30557191,30.84191043000004
GA9063096,INTERNATIONAL AUTO PROCESSING,SCEM RD,BRUNSWICK,,Georgia,31520,31.14825,-81.49005,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49005,31.148250000000075
GA9092260,FLASH FOOD #272,1201 ST AUGUSTINE RD,VALDOSTA,,Georgia,31602,30.84211859,-83.32527984,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, High Intensity",67,16,No,,,,,No,,,,,No,,4,,-83.32527984,30.84211859000004
GA9063007,US COAST GUARD/BOAT HOUSE/ST SIM,1 EAST BEACH CSWY,ST SIMONS ISLAND,,Georgia,31522,31.14825986,-81.38091313,Geocode,PointAddress,0,2,0,Closed UST(s),Non-Developed,184,6,No,,,,,Yes,GA1270015_6525,GW,WL,030702030202,No,,4,,-81.38091313,31.148259860000053
GA9092161,S & M FOOD STORE APC #435,704 NORTH FORREST ST,VALDOSTA,,Georgia,31601,30.84228241,-83.26800204,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Medium Intensity",722,1,No,,,,,Yes,GA1850282_7898,GW,WL,031102021001,No,,4,,-83.26800204,30.842282410000053
GA9037032,COOK COUNTY ROAD DEPT,102 COUNTY FARM RD,ADEL,,Georgia,31620,31.14837433,-83.47139,Geocode,StreetAddress,0,2,0,Closed UST(s),Non-Developed,50,14,No,,,,,No,,,,,No,,4,,-83.47139,31.148374330000024
GA4200034,KINGSLAND ACE HARDWARE/RUSTY'S,GA HWY 40 E,KINGSLAND,,Georgia,31547,30.78442166,-81.6389379,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.6389379,30.784421660000078
GA920042,CITY GARAGE,1015 MYRTLE ST,VALDOSTA,,Georgia,31601,30.84235599,-83.27086125,Geocode,StreetAddress,4,4,0,Open UST(s),"Developed, Low Intensity",940,0,No,,,,,No,,,,,No,,4,,-83.27086125,30.842355990000044
GA4140023,POWELL FARM SUPPLY (FORMERLY),813 SCREVEN ST,QUITMAN,,Georgia,31643,30.78456344,-83.55366693,Geocode,StreetAddress,0,6,0,Closed UST(s),"Developed, Medium Intensity",369,11,No,,,,,No,,,,,No,,4,,-83.55366693,30.784563440000056
GA1360034,MODERN CLEANER & LAUNDRY,522 N. BROAD,THOMASVILLE,,Georgia,31799,30.84257788,-83.98485964,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Medium Intensity",562,0,No,,,,,Yes,GA2750005_9358,GW,WL,031200020601,No,,4,,-83.98485964,30.84257788000008
GA4140054,SOUTHERN RAILWAY CO,705 SCREVEN ST,QUITMAN,,Georgia,31643,30.78459199,-83.55455772,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",377,9,No,,,,,No,,,,,No,,4,,-83.55455772,30.784591990000024
GA9092206,#907 (E-Z FOOD MART),1302 N ST AUGUSTINE RD,VALDOSTA,,Georgia,31601,30.8426274,-83.32653224,Geocode,PointAddress,0,4,0,Closed UST(s),"Developed, High Intensity",76,17,No,,,,,No,,,,,No,,4,,-83.32653224,30.842627400000026
GA140065,ABANDONED SERVICE STATION,411 EAST SCREVEN ST,QUITMAN,,Georgia,31643,30.78467894,-83.55719747,Geocode,StreetAddress,0,9,0,Closed UST(s),"Developed, High Intensity",386,1,No,,,,,Yes,GA0270002_4318,GW,WL,031102030703,No,,4,,-83.55719747,30.78467894000005
GA9014029,FLASH FOODS #276,401 E SCREVEN ST (FORMERLY 356),QUITMAN,,Georgia,31643,30.78470554,-83.55683211,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, Medium Intensity",378,1,No,,,,,No,,,,,No,,4,,-83.55683211,30.78470554000006
GA9092006,QUICK CHANGE #18,2601 MADISON HWY,VALDOSTA,,Georgia,31601,30.78472363,-83.27046213,Geocode,PointAddress,2,0,0,Open UST(s),"Developed, Medium Intensity",130,49,No,,,,,Yes,GA1850328_21895,GW,WL,031102021001,No,,4,,-83.27046213,30.78472363000003
GA9092166,PATTERSON BP #961,1115 NORTH PATTERSON ST,VALDOSTA,,Georgia,31601,30.84293039,-83.2851767,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, Low Intensity",622,0,No,,,,,Yes,GA1850064_7784,GW,WL,031102030404,No,,4,,-83.2851767,30.84293039000005
GA4140008,FAUCETTES GULF SVC,207 EAST SCREVEN ST,QUITMAN,,Georgia,31643,30.78474391,-83.55897119,Geocode,StreetAddress,0,5,0,Closed UST(s),"Developed, High Intensity",462,0,No,,,,,Yes,GA0270002_4318,GW,WL,031102030703,No,,4,,-83.55897119,30.78474391000003
GA9092226,AT & T,1900 CYPRESS ST,VALDOSTA,,Georgia,31601,30.84299025,-83.25559863,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",249,29,No,,,,,Yes,GA1850282_7898,GW,WL,031102021001,No,,4,,-83.25559863,30.84299025000007
GA142000,#933 (QUICK STOP #1),812 E SCREVEN ST,QUITMAN,,Georgia,31643,30.78481142,-83.55281139,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, Medium Intensity",378,13,No,,,,,No,,,,,No,,4,,-83.55281139,30.78481142000004
GA920230,#921 (SUNBURST),1310 ST AUGUSTINE RD,VALDOSTA,,Georgia,31601,30.8431893,-83.32777196,Geocode,PointAddress,2,5,0,Open UST(s),"Developed, High Intensity",83,18,No,,,,,No,,,,,No,,4,,-83.32777196,30.843189300000063
GA9092129,VALDOSTA REGIONAL AIRPORT,2626 MADISON HWY,VALDOSTA,,Georgia,31601,30.78489061,-83.27057966,Geocode,StreetAddress,0,3,0,Closed UST(s),"Developed, Medium Intensity",130,49,No,,,,,Yes,GA1850328_21895,GW,WL,031102021001,No,,4,,-83.27057966,30.784890610000048
GA1360169,GA/FLA BURGLAR ALARM,412 W WALCOTT AVE,THOMASVILLE,,Georgia,31792,30.84326384,-83.99170852,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",613,0,No,,,,,Yes,GA2750005_9358,GW,WL,031200020601,No,,4,,-83.99170852,30.843263840000077
GA9136009,UNITED CITIES GAS CO,701 NORTH MADISON ST,THOMASVILLE,,Georgia,31792,30.84334285,-83.98700576,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Low Intensity",635,0,No,,,,,Yes,GA2750006_9360,GW,WL,031200020601,No,,4,,-83.98700576,30.843342850000056
GA4140056,WEST END MILLING CO INC,702 W SCREVEN ST,QUITMAN,,Georgia,31643,30.7849953,-83.56552493,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",473,15,No,,,,,Yes,GA0270002_4318,GW,WL,031102030703,No,,4,,-83.56552493,30.78499530000005
GA920124,VALDOSTA CITGO,1305 ST AUGUSTINE RD,VALDOSTA,,Georgia,31601,30.84350042,-83.32832773,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Medium Intensity",88,18,No,,,,,No,,,,,No,,4,,-83.32832773,30.843500420000055
GA9033352,KINGSLAND GROCERY,500 S LEE ST,KINGSLAND,,Georgia,31548,30.78507807,-81.6871566,Geocode,StreetAddress,3,0,0,Open UST(s),Non-Developed,313,29,No,,,,,No,,,,,No,,4,,-81.6871566,30.785078070000054
GA9092156,VALDOSTA STATE UNIV AUTOMOTIVE C,1206 N PATTERSON ST,VALDOSTA,,Georgia,31698,30.84388215,-83.28571768,Geocode,PointAddress,0,5,0,Closed UST(s),"Developed, Low Intensity",766,0,No,,,,,Yes,GA1850064_7784,GW,WL,031102030404,No,,4,,-83.28571768,30.84388215000007
GA4140053,SUWANNEE SWIFTY #130,801 W SCREVEN ST,QUITMAN,,Georgia,31643,30.78530742,-83.56651261,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Open Space",440,19,No,,,,,No,,,,,No,,4,,-83.56651261,30.785307420000038
GA9092165,VALDOSTA BOARD OF EDUCATION,1215 SLATER ST,VALDOSTA,,Georgia,31601,30.84398433,-83.28370966,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, High Intensity",610,0,No,,,,,No,,,,,No,,4,,-83.28370966,30.84398433000007
GA9014017,QUICK MART 1,1003 W SCREVEN ST,QUITMAN,,Georgia,31643,30.78531149,-83.5684428,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, High Intensity",322,26,No,,,,,No,,,,,No,,4,,-83.5684428,30.785311490000026
GA1360192,THOMAS CO AMBULANCE SERVICE,THOMAS REMINGTON AVE,THOMASVILLE,,Georgia,31792,30.84412799,-83.96276268,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.96276268,30.84412799000006
GA140064,FRIENDLY MARKET,1101 WEST SCREVEN ST,QUITMAN,,Georgia,31643,30.78532146,-83.56899991,Geocode,PointAddress,0,7,0,Closed UST(s),"Developed, High Intensity",302,27,No,,,,,No,,,,,No,,4,,-83.56899991,30.785321460000034
GA4240008,CHARLTON CO SCHOOL/BUS GARAGE,CROSS ST,FOLKSTON,,Georgia,31537,30.8443247,-82.00503553,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.00503553,30.844324700000072
GA4200024,CABIN BLUFF LODGE,HARRIETT'S BLUFF RD,KINGSLAND,,Georgia,31547,30.84433763,-81.6809874,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.6809874,30.84433763000004
GA9092058,HOLLAND FLYING SVC INC,2612 C MADISON HWY,VALDOSTA,,Georgia,31601,30.78539716,-83.27064176,Geocode,PointAddress,0,10,0,Closed UST(s),"Developed, Medium Intensity",143,55,No,,,,,Yes,GA1850328_21895,GW,WL,031102021001,No,,4,,-83.27064176,30.78539716000006
GA1360032,THOMASVILLE CULTURAL CENTER INC,600 EAST WASHINGTON ST,THOMASVILLE,,Georgia,31792,30.84436546,-83.97458699,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",547,0,No,,,,,No,,,,,No,,4,,-83.97458699,30.844365460000063
GA9092242,HERTZ RENT-A-CAR,2612 MADISON HWY,VALDOSTA,,Georgia,31601,30.78539716,-83.27064176,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",143,55,No,,,,,Yes,GA1850328_21895,GW,WL,031102021001,No,,4,,-83.27064176,30.78539716000006
GA1360128,JOHN C CARR WELL DRILLING,GATLIN CREEK RD,THOMASVILLE,,Georgia,31792,30.84473109,-83.90302823,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.90302823,30.84473109000004
GA9092243,AVIS RENT A CAR,2612 MADISON HWY,VALDOSTA,,Georgia,31601,30.78539716,-83.27064176,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",143,55,No,,,,,Yes,GA1850328_21895,GW,WL,031102021001,No,,4,,-83.27064176,30.78539716000006
GA9092014,LOWNDES ENGINEERING CO INC,125 BLANCHARD ST,VALDOSTA,,Georgia,31601,30.84500937,-83.24727264,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",18,2,No,,,,,Yes,GA1850282_7898,GW,WL,031102021001,No,,4,,-83.24727264,30.84500937000007
GA4140024,GA DOT #10408/BROOKS CO MAINT HQ,GA HWY 38 EAST/US 84/ 1/2 MI CIT,QUITMAN,,Georgia,31643,30.785544,-83.6037045,Geocode,StreetInt,0,5,0,Closed UST(s),Non-Developed,9,1,No,,,,,No,,,,,No,,4,,-83.6037045,30.785544000000073
GA9092017,SKYLINE CORP,100 DOUGLAS ST,VALDOSTA,,Georgia,31603,30.84508894,-83.25123921,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",84,10,No,,,,,Yes,GA1850282_7898,GW,WL,031102021001,No,,4,,-83.25123921,30.84508894000004
GA4140006,SIMMON HILL ELEM SCHOOL,RT 1 BOX 216,DIXIE,,Georgia,31629,30.7856238,-83.6656116,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.6656116,30.785623800000053
GA9092077,RIBLET PRODUCTS,2300 CYPRESS ST,VALDOSTA,,Georgia,31601,30.84540405,-83.25070422,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",57,7,No,,,,,Yes,GA1850282_7898,GW,WL,031102021001,No,,4,,-83.25070422,30.84540405000007
